GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:    50.000 Eddy P0:     0.010 Eddy P1:     0.005
# Statistical Models Only:  F Apex:  T
# EUV Data:  TFile: 
UA/DataIn/FISM/fismflux_daily_2023.dat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
# AMIE: none           
none                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
     126 2023  7  7  0  8 30 764  4.0998    159.64112   1330.02987   1015.85595    -90.30982    137.14309      1.71003    166.8    172.6     -0.1      4.2    470.7     77.0    197.9    221.2   3.10445   0.39508  41.14224
     127 2023  7  7  0  8 34 864  4.0997    159.64393   1330.25214   1015.97109    -89.90461    132.39132      1.64695    166.8    172.6      0.3      4.0    470.4     77.0    197.9    221.2   3.10415   0.39508  41.15702
     128 2023  7  7  0  8 38 964  4.0997    159.64900   1330.18904   1016.08957    -88.44577    126.93778      1.58077    166.8    172.6      0.6      3.9    470.1     77.1    197.9    221.2   3.10385   0.39508  41.13931
     129 2023  7  7  0  8 43  63  4.0998    159.65436   1330.91783   1016.21042    -89.34690    120.83594      1.51150    166.8    172.6      0.9      3.8    469.7     77.2    197.9    221.2   3.10355   0.39508  41.15429
     130 2023  7  7  0  8 47 163  4.1000    159.65743   1331.32743   1016.33273    -90.55243    114.14092      1.43915    166.8    172.6      1.2      3.7    469.4     77.3    197.9    221.2   3.10326   0.39508  41.13459
     131 2023  7  7  0  8 51 264  4.1002    159.65804   1331.55665   1016.45535    -90.86815    106.90360      1.36376    166.8    172.6      1.5      3.6    469.1     77.4    197.9    221.2   3.10296   0.39508  41.14948
     132 2023  7  7  0  8 55 364  4.1006    159.65852   1331.57054   1016.57717    -90.21035     99.17752      1.28533    166.8    172.6      1.8      3.4    468.8     77.5    197.9    221.2   3.10266   0.39508  41.13194
     133 2023  7  7  0  8 59 465  4.1011    159.66068   1331.27089   1016.69689    -88.56720     91.02354      1.20380    166.8    172.6      2.1      3.3    468.5     77.6    197.9    221.2   3.10236   0.39508  41.14710
     134 2023  7  7  0  9  3 567  4.1016    159.66491   1330.65824   1016.81329    -89.19576     82.71299      1.11903    166.8    172.6      2.2      3.3    468.0     77.5    197.9    221.2   3.10206   0.39508  41.12743
     135 2023  7  7  0  9  7 669  4.1021    159.66942   1330.88017   1016.92501    -90.15582     74.51032      1.03088    166.8    172.6      2.1      3.4    467.5     77.5    197.9    221.2   3.10177   0.39508  41.14255
     136 2023  7  7  0  9 11 772  4.1026    159.67171   1330.92642   1017.03073    -90.29515     68.67326      0.93929    166.8    172.6      2.1      3.4    467.0     77.5    197.9    221.2   3.10147   0.39508  41.12516
     137 2023  7  7  0  9 15 875  4.1031    159.67317   1330.69651   1017.12921    -89.54775     63.22706      0.84431    166.8    172.6      2.1      3.5    466.5     77.4    197.9    221.2   3.10117   0.39508  41.14054
     138 2023  7  7  0  9 19 978  4.1036    159.67482   1331.20107   1017.21928    -87.97737     57.61061      0.74593    166.8    172.6      2.1      3.5    466.0     77.4    197.9    221.2   3.10087   0.39508  41.12097
     139 2023  7  7  0  9 24  82  4.1041    159.67725   1331.67620   1017.29978    -89.39637     51.86811      0.64416    166.8    172.6      2.0      3.5    465.5     77.4    197.9    221.2   3.10057   0.39508  41.13625
     140 2023  7  7  0  9 28 187  4.1046    159.67997   1332.05691   1017.36974    -90.05541     48.22701      0.53914    166.8    172.6      2.0      3.6    465.0     77.3    197.9    221.2   3.10027   0.39508  41.11895
     141 2023  7  7  0  9 32 292  4.1050    159.68175   1332.41512   1017.42822    -89.93474     46.98628      0.43085    166.8    172.6      2.0      3.6    464.5     77.3    197.9    221.2   3.09997   0.39508  41.13448
     142 2023  7  7  0  9 36 397  4.1055    159.68245   1332.75377   1017.47453    -89.00180     45.29583      0.31950    166.8    172.6      2.0      3.7    464.0     77.3    197.9    221.2   3.09968   0.39508  41.11493
     143 2023  7  7  0  9 40 503  4.1059    159.68244   1333.01001   1017.50803    -89.31315     43.38897      0.20543    166.8    172.6      2.0      3.7    463.5     77.2    197.9    221.2   3.09938   0.39508  41.13035
     144 2023  7  7  0  9 44 610  4.1064    159.68269   1333.19303   1017.52837    -90.13192     41.65915      0.08901    166.8    172.6      1.9      3.7    463.1     77.2    197.9    221.2   3.09908   0.39508  41.11308
     145 2023  7  7  0  9 48 716  4.1068    159.68374   1333.41332   1017.53526    -90.23515     40.50054     -0.02942    166.8    172.6      1.9      3.8    462.6     77.2    197.9    221.2   3.09878   0.39508  41.12872
     146 2023  7  7  0  9 52 824  4.1073    159.68550   1333.56346   1017.52870    -89.62746     38.99119     -0.14946    166.8    172.6      1.9      3.8    462.1     77.1    197.9    221.2   3.09848   0.39508  41.10913
     147 2023  7  7  0  9 56 931  4.1077    159.68728   1333.67272   1017.50877    -90.32794     37.16139     -0.27056    166.8    172.6      1.9      3.9    461.6     77.1    197.9    221.2   3.09818   0.39508  41.12463
     148 2023  7  7  0 10  1  40  4.1082    159.68878   1333.79796   1017.47584    -90.87514     35.04191     -0.39205    166.8    172.6      2.0      3.8    461.1     77.0    197.9    221.2   3.09788   0.39508  41.10732
     149 2023  7  7  0 10  5 148  4.1085    159.68974   1333.87620   1017.43051    -90.75028     33.96655     -0.51349    166.8    172.6      2.3      3.7    460.4     77.0    198.9    224.1   3.09758   0.39508  41.12306
     150 2023  7  7  0 10  9 257  4.1089    159.68950   1333.97835   1017.37332    -91.28521     33.53350     -0.63409    166.8    172.6      2.7      3.5    459.7     76.9    198.9    224.1   3.09729   0.39508  41.10356
     151 2023  7  7  0 10 13 366  4.1092    159.68874   1334.07200   1017.30506    -91.74186     33.21155     -0.75325    166.8    172.6      3.0      3.3    459.1     76.9    198.9    224.1   3.09699   0.39508  41.11927
     152 2023  7  7  0 10 17 476  4.1094    159.68849   1334.16782   1017.22677    -92.04611     33.23096     -0.87028    166.8    172.6      3.4      3.2    458.4     76.8    198.9    224.1   3.09669   0.39508  41.10017
     153 2023  7  7  0 10 21 585  4.1097    159.68908   1334.27649   1017.13947    -92.59539     33.58084     -0.98454    166.8    172.6      3.7      3.0    457.9     76.7    198.9    224.1   3.09639   0.39508  41.11617
     154 2023  7  7  0 10 25 695  4.1098    159.69002   1334.40078   1017.04439    -93.17711     34.27944     -1.09538    166.8    172.6      4.1      2.8    457.3     76.7    198.9    224.1   3.09609   0.39508  41.09603
     155 2023  7  7  0 10 29 805  4.1099    159.69103   1334.53783   1016.94272    -93.78589     35.41221     -1.20214    166.8    172.6      4.5      2.7    456.8     76.6    198.9    224.1   3.09579   0.39508  41.11200
     156 2023  7  7  0 10 33 915  4.1100    159.69164   1334.66420   1016.83585    -94.80877     36.25256     -1.30421    166.8    172.6      4.8      2.5    456.3     76.6    198.9    224.1   3.09549   0.39508  41.09384
     157 2023  7  7  0 10 38  25  4.1100    159.69175   1334.76241   1016.72504    -95.54979     36.72605     -1.40105    166.8    172.6      5.2      2.3    455.8     76.5    198.9    224.1   3.09519   0.39508  41.11000
     158 2023  7  7  0 10 42 135  4.1100    159.69173   1334.82278   1016.61174    -95.69121     36.84248     -1.49209    166.8    172.6      5.5      2.2    455.4     76.4    198.9    224.1   3.09490   0.39508  41.08947
     159 2023  7  7  0 10 46 245  4.1100    159.69211   1334.84678   1016.49722    -95.33239     36.61555     -1.57694    166.8    172.6      5.9      2.0    455.0     76.4    198.9    224.1   3.09460   0.39508  41.10547
     160 2023  7  7  0 10 50 355  4.1097    159.69308   1334.83923   1016.38290    -94.36179     36.06229     -1.65528    166.8    172.6      6.2      1.8    454.6     76.3    198.9    224.1   3.09430   0.39508  41.08738
     161 2023  7  7  0 10 54 464  4.1094    159.69435   1334.79768   1016.27001    -92.80034     35.20244     -1.72685    166.8    172.6      6.6      1.7    454.3     76.3    198.9    224.1   3.09400   0.39508  41.10356
     162 2023  7  7  0 10 58 573  4.1090    159.69562   1334.72847   1016.15986    -90.70476     34.05812     -1.79133    166.8    172.6      6.9      1.5    454.0     76.2    198.9    224.1   3.09370   0.39508  41.08280
     163 2023  7  7  0 11  2 682  4.1087    159.69681   1334.63161   1016.05353    -88.13722     32.65305     -1.84870    166.8    172.6      7.1      1.5    453.9     76.1    198.9    224.1   3.09340   0.39508  41.09878
     164 2023  7  7  0 11  6 790  4.1083    159.69788   1334.51006   1015.95218    -85.16454     31.01315     -1.89880    166.8    172.6      7.0      1.6    453.9     76.1    198.9    224.1   3.09310   0.39508  41.08066
     165 2023  7  7  0 11 10 848  4.0571    159.69886   1334.37157   1015.85949    -81.89994     29.19093     -1.94296    166.8    172.6      7.0      1.7    453.9     76.0    198.9    224.1   3.09281   0.39508  41.09672
     166 2023  7  7  0 11 14 904  4.0568    159.69994   1334.21378   1015.77454    -78.37832     27.35300     -1.97834    166.8    172.6      7.0      1.9    453.9     76.0    198.9    224.1   3.09251   0.39508  41.07645
     167 2023  7  7  0 11 18 961  4.0567    159.70136   1334.04205   1015.69723    -74.66078     26.35091     -2.00647    166.8    172.6      7.0      2.0    453.9     75.9    198.9    224.1   3.09222   0.39508  41.09204
     168 2023  7  7  0 11 23  17  4.0563    159.70304   1333.85980   1015.62817    -70.81215     25.18782     -2.02770    166.8    172.6      7.0      2.1    453.9     75.9    198.9    224.1   3.09192   0.39508  41.07527
     169 2023  7  7  0 11 27  73  4.0560    159.70482   1333.67034   1015.56783    -67.18216     23.88101     -2.04226    166.8    172.6      6.9      2.2    453.9     75.8    198.9    224.1   3.09163   0.39508  41.09102
     170 2023  7  7  0 11 31 129  4.0557    159.70645   1333.47681   1015.51670    -63.74769     22.44864     -2.05037    166.8    172.6      6.9      2.3    453.9     75.7    198.9    224.1   3.09133   0.39508  41.07097
     171 2023  7  7  0 11 35 185  4.0555    159.70769   1333.28218   1015.47505    -60.33357     20.90954     -2.05235    166.8    172.6      6.9      2.4    453.9     75.7    198.9    224.1   3.09104   0.39508  41.08643
     172 2023  7  7  0 11 39 240  4.0552    159.70848   1333.08922   1015.44322    -56.98728     19.28303     -2.04843    166.8    172.6      6.9      2.6    453.9     75.6    198.9    224.1   3.09074   0.39508  41.06894
     173 2023  7  7  0 11 43 295  4.0550    159.70938   1332.90050   1015.42128    -53.75144     17.58876     -2.03882    166.8    172.6      6.9      2.7    453.9     75.6    198.9    224.1   3.09045   0.39508  41.08459
     174 2023  7  7  0 11 47 350  4.0548    159.71097   1332.71833   1015.40939    -50.66385     16.74278     -2.02391    166.8    172.6      6.9      2.8    453.9     75.5    198.9    224.1   3.09015   0.39508  41.06437
     175 2023  7  7  0 11 51 404  4.0547    159.71327   1332.54476   1015.40748    -47.75689     16.83335     -2.00405    166.8    172.6      6.8      2.9    453.9     75.4    198.9    224.1   3.08986   0.39508  41.07977
     176 2023  7  7  0 11 55 459  4.0546    159.71581   1332.38159   1015.41551    -45.05665     16.88174     -1.97953    166.8    172.6      6.8      3.0    453.9     75.4    198.9    224.1   3.08956   0.39508  41.06227
     177 2023  7  7  0 11 59 513  4.0545    159.71779   1332.23035   1015.43328    -42.58332     16.93344     -1.95072    166.8    172.6      6.8      3.1    453.9     75.3    198.9    224.1   3.08927   0.39508  41.07788
     178 2023  7  7  0 12  3 568  4.0545    159.71879   1332.09230   1015.46063    -40.35206     16.93458     -1.91797    166.8    172.6      6.6      3.2    453.9     75.3    198.9    224.1   3.08897   0.39508  41.05763
     179 2023  7  7  0 12  7 622  4.0545    159.71918   1331.96876   1015.49732    -39.38543     16.80057     -1.88161    166.8    172.6      6.4      3.2    453.9     75.2    196.4    213.5   3.08868   0.39508  41.07306
     180 2023  7  7  0 12 11 690  4.0680    159.71997   1331.85921   1015.54247    -38.68074     17.00878     -1.84141    166.8    172.6      6.2      3.3    453.9     75.2    196.4    213.5   3.08838   0.39508  41.05528
     181 2023  7  7  0 12 15 758  4.0679    159.72168   1331.76564   1015.59578    -38.36559     17.01094     -1.79859    166.8    172.6      6.0      3.3    453.9     75.1    196.4    213.5   3.08809   0.39508  41.07092
     182 2023  7  7  0 12 19 825  4.0662    159.72395   1331.68785   1015.65714    -38.37870     17.08475     -1.75324    166.8    172.6      5.8      3.4    453.9     75.1    196.4    213.5   3.08779   0.39508  41.05100
     183 2023  7  7  0 12 23 889  4.0640    159.72590   1331.62684   1015.72606    -38.02427     17.04476     -1.70562    166.8    172.6      5.6      3.4    453.9     75.0    196.4    213.5   3.08750   0.39508  41.06640
     184 2023  7  7  0 12 27 952  4.0635    159.72736   1331.58201   1015.80217    -37.27856     16.77459     -1.65587    166.8    172.6      5.4      3.4    453.9     75.0    196.4    213.5   3.08720   0.39508  41.04867
     185 2023  7  7  0 12 32  16  4.0637    159.72829   1331.55206   1015.88491    -36.28583     16.73895     -1.60443    166.8    172.6      5.2      3.5    453.9     74.9    196.4    213.5   3.08690   0.39508  41.06424
     186 2023  7  7  0 12 36  80  4.0641    159.72909   1331.53640   1015.97383    -35.06279     16.72616     -1.55152    166.8    172.6      5.0      3.5    453.9     74.9    196.4    213.5   3.08661   0.39508  41.04420
     187 2023  7  7  0 12 40 144  4.0645    159.73047   1331.53429   1016.06834    -34.54822     16.52127     -1.49746    166.8    172.6      4.8      3.6    453.9     74.8    196.4    213.5   3.08631   0.39508  41.05960
     188 2023  7  7  0 12 44 209  4.0648    159.73253   1331.54577   1016.16795    -33.76909     16.35582     -1.44242    166.8    172.6      4.6      3.6    453.9     74.8    196.4    213.5   3.08602   0.39508  41.04192
     189 2023  7  7  0 12 48 274  4.0651    159.73471   1331.57029   1016.27207    -32.76695     16.35360     -1.38662    166.8    172.6      4.4      3.6    453.9     74.7    196.4    213.5   3.08572   0.39508  41.05754
     190 2023  7  7  0 12 52 340  4.0654    159.73648   1331.60524   1016.38022    -31.98120     16.44465     -1.33030    166.8    172.6      4.2      3.7    453.9     74.7    196.4    213.5   3.08543   0.39508  41.03741
     191 2023  7  7  0 12 56 405  4.0656    159.73747   1331.64955   1016.49181    -31.78810     16.35943     -1.27356    166.8    172.6      4.0      3.7    453.9     74.6    196.4    213.5   3.08513   0.39508  41.05288
     192 2023  7  7  0 13  0 471  4.0658    159.73838   1331.70209   1016.60638    -32.11371     16.10459     -1.21655    166.8    172.6      3.8      3.8    454.1     74.6    196.4    213.5   3.08484   0.39508  41.03526
     193 2023  7  7  0 13  4 537  4.0660    159.73993   1331.76171   1016.72339    -32.45507     15.69249     -1.15945    166.8    172.6      3.8      3.7    455.4     74.5    196.4    213.5   3.08454   0.39508  41.05097
     194 2023  7  7  0 13  8 630  4.0929    159.74207   1331.82692   1016.84257    -32.78331     15.60494     -1.10108    166.8    172.6      3.8      3.7    456.7     74.5    196.4    213.5   3.08424   0.39508  41.03072
     195 2023  7  7  0 13 12 723  4.0931    159.74441   1331.89779   1016.96279    -33.07264     15.57555     -1.04359    166.8    172.6      3.8      3.6    458.0     74.4    196.4    213.5   3.08394   0.39508  41.04651
     196 2023  7  7  0 13 16 816  4.0931    159.74644   1331.97253   1017.08405    -33.29914     15.39813     -0.98643    166.8    172.6      3.9      3.6    459.4     74.4    196.4    213.5   3.08365   0.39507  41.02801
     197 2023  7  7  0 13 20 910  4.0933    159.74800   1332.05012   1017.20595    -33.43864     15.30785     -0.92956    166.8    172.6      3.9      3.6    460.9     74.3    196.4    213.5   3.08335   0.39507  41.04406
     198 2023  7  7  0 13 25   3  4.0934    159.74911   1332.12962   1017.32822    -33.46824     15.41857     -0.87303    166.8    172.6      3.9      3.5    462.3     74.2    196.4    213.5   3.08305   0.39507  41.02343
     199 2023  7  7  0 13 29  97  4.0935    159.75032   1332.21016   1017.45048    -33.36931     15.80160     -0.81683    166.8    172.6      3.9      3.5    463.8     74.2    196.4    213.5   3.08275   0.39507  41.03933
     200 2023  7  7  0 13 33 190  4.0937    159.75202   1332.29097   1017.57252    -33.12381     16.54181     -0.76092    166.8    172.6      4.0      3.4    465.3     74.1    196.4    213.5   3.08246   0.39507  41.02130
     201 2023  7  7  0 13 37 284  4.0938    159.75385   1332.37139   1017.69403    -32.71686     17.07223     -0.70537    166.8    172.6      4.0      3.4    466.9     74.1    196.4    213.5   3.08216   0.39507  41.03746
     202 2023  7  7  0 13 41 378  4.0940    159.75547   1332.45083   1017.81487    -32.13652     17.76631     -0.65013    166.8    172.6      4.0      3.4    468.4     74.0    196.4    213.5   3.08186   0.39507  41.01687
     203 2023  7  7  0 13 45 472  4.0941    159.75670   1332.52881   1017.93480    -31.37431     18.36606     -0.59526    166.8    172.6      4.0      3.3    470.1     73.9    196.4    213.5   3.08156   0.39507  41.03290
     204 2023  7  7  0 13 49 566  4.0942    159.75792   1332.60498   1018.05375    -30.42495     19.20446     -0.54069    166.8    172.6      4.0      3.3    471.7     73.9    196.4    213.5   3.08126   0.39507  41.01486
